yyyymm,index,d12,e12,bm,tbl,aaa,baa,lty,ntis,rfree,infl,ltr,corpr,svar,csp,crsp_spvw,crsp_spvwx,date,first_diff,og_var,log_index,log_var,log_return,dp,logret,logindex,dp_lag1,dp_lag2,dp_lag3,dp_lag4,svar_lag1,svar_lag2,svar_lag3,svar_lag4,bm_lag1,bm_lag2,bm_lag3,bm_lag4,logret_lag1,logret_lag2,logret_lag3,logret_lag4
192902,25.59,0.87,1.418,0.2454238997,0.0439,0.0466,0.0566,0.0363,0.0717831373,0.0036,0.0,-0.0157,0.003,0.0026701165,,-0.004874,-0.008075,1929-02-01,-0.14999999999999858,14.80140000000008,3.2422016501716975,0.027856987854080743,-0.005844551996283087,-3.381463717505205,-0.005844551996283087,3.2422016501716975,-3.398869091902564,-3.355050779026374,-3.3600854785928385,-3.2546798722520296,0.0017008226,0.00407747,0.0015232957,0.0006788455,0.2453466033,0.2596666667,0.2655259391,0.3089308376,0.05551435263938176,0.0028788833373014633,0.11326278961985192,0.01440210724038904
192903,25.53,0.88,1.438,0.2723004695,0.046,0.047,0.0579,0.0377,0.0798045664,0.0034,-0.0058479532,-0.0144,-0.0087,0.0036114071,,0.000154,-0.003213,1929-03-01,-0.05999999999999872,13.735136091954105,3.2398542312533927,0.025465905451972876,-0.002347418918304811,-3.3676876027632776,-0.002347418918304811,3.2398542312533927,-3.381463717505205,-3.398869091902564,-3.355050779026374,-3.3600854785928385,0.0026701165,0.0017008226,0.00407747,0.0015232957,0.2454238997,0.2453466033,0.2596666667,0.2655259391,-0.005844551996283087,0.05551435263938176,0.0028788833373014633,0.11326278961985192
192904,25.94,0.89,1.457,0.2633969119,0.048,0.0469,0.058,0.0358,0.0993226329,0.0036,-0.0058823529,0.0275,0.0019,0.0023043615,,0.019559,0.018234,1929-04-01,0.41000000000000014,12.928864827586288,3.255786178888298,0.023548271772600705,0.015931947634905352,-3.3723199951442497,0.015931947634905352,3.255786178888298,-3.3676876027632776,-3.381463717505205,-3.398869091902564,-3.355050779026374,0.0036114071,0.0026701165,0.0017008226,0.00407747,0.2723004695,0.2454238997,0.2453466033,0.2596666667,-0.002347418918304811,-0.005844551996283087,0.05551435263938176,0.0028788833373014633
192905,24.83,0.9,1.476,0.2827746209,0.0509,0.047,0.058,0.0373,0.1179866681,0.0044,0.0059171598,-0.0162,0.0045,0.0047598084,,-0.041281,-0.046101,1929-05-01,-1.110000000000003,11.93660919540238,3.2120525995200753,0.021222932714526094,-0.04373357936822275,-3.3174131151779016,-0.04373357936822275,3.2120525995200753,-3.3723199951442497,-3.3676876027632776,-3.381463717505205,-3.398869091902564,0.0023043615,0.0036114071,0.0026701165,0.0017008226,0.2633969119,0.2723004695,0.2454238997,0.2453466033,0.015931947634905352,-0.002347418918304811,-0.005844551996283087,0.05551435263938176
192906,27.62,0.91,1.495,0.2535805819,0.048,0.0477,0.0594,0.0367,0.1161973604,0.0052,0.0058823529,0.011,-0.0046,0.0013403801,,0.112294,0.109584,1929-06-01,2.7900000000000027,10.758361954023071,3.318540147981146,0.018410497861441708,0.10648754846107078,-3.412850827452387,0.10648754846107078,3.318540147981146,-3.3174131151779016,-3.3723199951442497,-3.3676876027632776,-3.381463717505205,0.0047598084,0.0023043615,0.0036114071,0.0026701165,0.2827746209,0.2633969119,0.2723004695,0.2454238997,-0.04373357936822275,0.015931947634905352,-0.002347418918304811,-0.005844551996283087
192907,28.88,0.92,1.514,0.2418751798,0.0455,0.0477,0.0595,0.0369,0.1106879396,0.0033,0.0116959064,0.0,0.002,0.0012818127,,0.050014,0.048186,1929-07-01,1.259999999999998,10.932328850574796,3.3631493140246254,0.018829648121907815,0.04460916604347931,-3.4465309229636762,0.04460916604347931,3.3631493140246254,-3.412850827452387,-3.3174131151779016,-3.3723199951442497,-3.3676876027632776,0.0013403801,0.0047598084,0.0023043615,0.0036114071,0.2535805819,0.2827746209,0.2633969119,0.2723004695,0.10648754846107078,-0.04373357936822275,0.015931947634905352,-0.002347418918304811
192908,31.71,0.93,1.533,0.2211237609,0.047,0.0479,0.0604,0.0375,0.115277315,0.004,0.0,-0.0034,0.002,0.003382102,,0.094871,0.090733,1929-08-01,2.830000000000002,11.926584367816176,3.456632088550256,0.021367228633329707,0.09348277452563059,-3.5292027813850915,0.09348277452563059,3.456632088550256,-3.4465309229636762,-3.412850827452387,-3.3174131151779016,-3.3723199951442497,0.0012818127,0.0013403801,0.0047598084,0.0023043615,0.2418751798,0.2535805819,0.2827746209,0.2633969119,0.04460916604347931,0.10648754846107078,-0.04373357936822275,0.015931947634905352
192909,30.16,0.94,1.552,0.2448682487,0.0458,0.048,0.0612,0.0375,0.1213901177,0.0035,0.0,0.0027,0.0034,0.0033922824,,-0.050941,-0.053046,1929-09-01,-1.5500000000000007,13.129804712643761,3.4065165431397553,0.024465713890411737,-0.05011554541050067,-3.468391946857843,-0.05011554541050067,3.4065165431397553,-3.5292027813850915,-3.4465309229636762,-3.412850827452387,-3.3174131151779016,0.003382102,0.0012818127,0.0013403801,0.0047598084,0.2211237609,0.2418751798,0.2535805819,0.2827746209,0.09348277452563059,0.04460916604347931,0.10648754846107078,-0.04373357936822275
192910,24.15,0.95,1.572,0.307484187,0.0437,0.0477,0.0611,0.0347,0.159611836,0.0046,0.0,0.0382,0.0073,0.0535075427,,-0.18615,-0.188115,1929-10-01,-6.010000000000002,14.718969655172497,3.184284380098582,0.02896232090270701,-0.22223216304117344,-3.2355776744861324,-0.22223216304117344,3.184284380098582,-3.468391946857843,-3.5292027813850915,-3.4465309229636762,-3.412850827452387,0.0033922824,0.003382102,0.0012818127,0.0013403801,0.2448682487,0.2211237609,0.2418751798,0.2535805819,-0.05011554541050067,0.09348277452563059,0.04460916604347931,0.10648754846107078
192911,20.92,0.96,1.591,0.3519564763,0.0347,0.0476,0.0603,0.0331,0.1770397921,0.0037,0.0,0.0236,-0.0018,0.0364487459,,-0.125359,-0.130374,1929-11-01,-3.229999999999997,15.955998160919622,3.040705639196722,0.03226921863926492,-0.14357874090185963,-3.0815276337169775,-0.14357874090185963,3.040705639196722,-3.2355776744861324,-3.468391946857843,-3.5292027813850915,-3.4465309229636762,0.0535075427,0.0033922824,0.003382102,0.0012818127,0.307484187,0.2448682487,0.2211237609,0.2418751798,-0.22223216304117344,-0.05011554541050067,0.09348277452563059,0.04460916604347931
192912,21.45,0.97,1.61,0.3384578236,0.0303,0.0467,0.0595,0.034,0.1635221721,0.0037,-0.0057803468,-0.0089,0.0192,0.0102146296,,0.027753,0.023571,1929-12-01,0.5299999999999976,16.691133333333415,3.065724645374026,0.033930574821530474,0.025019006177303904,-3.0961838528587347,0.025019006177303904,3.065724645374026,-3.0815276337169775,-3.2355776744861324,-3.468391946857843,-3.5292027813850915,0.0364487459,0.0535075427,0.0033922824,0.003382102,0.3519564763,0.307484187,0.2448682487,0.2211237609,-0.14357874090185963,-0.22223216304117344,-0.05011554541050067,0.09348277452563059
193001,22.79,0.9708,1.557,0.3148162012,0.0339,0.0466,0.0592,0.0347,0.1533141989,0.0014,-0.0058139535,-0.0057,0.0059,0.0014331608,,0.059632,0.057032,1930-01-01,1.3399999999999999,17.939778850574793,3.126321843257593,0.03693079399976073,0.06059719788356688,-3.1559566483872836,0.06059719788356688,3.126321843257593,-3.0961838528587347,-3.0815276337169775,-3.2355776744861324,-3.468391946857843,0.0102146296,0.0364487459,0.0535075427,0.0033922824,0.3384578236,0.3519564763,0.307484187,0.2448682487,0.025019006177303904,-0.14357874090185963,-0.22223216304117344,-0.05011554541050067
193002,23.28,0.9717,1.503,0.3102061894,0.0336,0.0469,0.0589,0.0339,0.1592556286,0.003,-0.0058479532,0.0129,0.0072,0.0017247059,,0.026041,0.021516,1930-02-01,0.490000000000002,19.905795517241458,3.147594622863237,0.042154443053738604,0.02127277960564422,-3.176302786999981,0.02127277960564422,3.147594622863237,-3.1559566483872836,-3.0961838528587347,-3.0815276337169775,-3.2355776744861324,0.0014331608,0.0102146296,0.0364487459,0.0535075427,0.3148162012,0.3384578236,0.3519564763,0.307484187,0.06059719788356688,0.025019006177303904,-0.14357874090185963,-0.22223216304117344
193003,25.14,0.9725,1.45,0.3191191891,0.0295,0.0462,0.0573,0.0335,0.1454961766,0.0035,-0.0058823529,0.0083,0.0138,0.0015040436,,0.072348,0.069351,1930-03-01,1.8599999999999994,22.8282185057472,3.2244602031621015,0.051168604959152625,0.07686558029886426,-3.2523454066516373,0.07686558029886426,3.2244602031621015,-3.176302786999981,-3.1559566483872836,-3.0961838528587347,-3.0815276337169775,0.0017247059,0.0014331608,0.0102146296,0.0364487459,0.3102061894,0.3148162012,0.3384578236,0.3519564763,0.02127277960564422,0.06059719788356688,0.025019006177303904,-0.14357874090185963
193004,24.9,0.9733,1.397,0.3269705977,0.03,0.046,0.057,0.0338,0.1296808921,0.0021,0.0059171598,-0.0016,0.0084,0.0019338617,,-0.013938,-0.015867,1930-04-01,-0.240000000000002,24.45449712643685,3.214867803470662,0.05542875698651875,-0.009592399691439546,-3.241930723020351,-0.009592399691439546,3.214867803470662,-3.2523454066516373,-3.176302786999981,-3.1559566483872836,-3.0961838528587347,0.0015040436,0.0017247059,0.0014331608,0.0102146296,0.3191191891,0.3102061894,0.3148162012,0.3384578236,0.07686558029886426,0.02127277960564422,0.06059719788356688,0.025019006177303904
193005,24.49,0.9742,1.343,0.3319155124,0.0241,0.046,0.0572,0.0329,0.1249268071,0.0026,-0.0058823529,0.0139,0.0057,0.0046934394,,-0.011148,-0.015304,1930-05-01,-0.41000000000000014,26.088823448275924,3.1982648709640764,0.06048286483284197,-0.01660293250658551,-3.224403528573771,-0.01660293250658551,3.1982648709640764,-3.241930723020351,-3.2523454066516373,-3.176302786999981,-3.1559566483872836,0.0019338617,0.0015040436,0.0017247059,0.0014331608,0.3269705977,0.3191191891,0.3102061894,0.3148162012,-0.009592399691439546,0.07686558029886426,0.02127277960564422,0.06059719788356688
193006,20.46,0.975,1.29,0.4033754529,0.0189,0.0457,0.0578,0.0328,0.1310010449,0.0027,-0.0059171598,0.0051,0.011,0.0144478616,,-0.155715,-0.159182,1930-06-01,-4.029999999999998,27.37305620689661,3.0184717605234805,0.06446335629174317,-0.17979311044059587,-3.0437895685077705,-0.17979311044059587,3.0184717605234805,-3.224403528573771,-3.241930723020351,-3.2523454066516373,-3.176302786999981,0.0046934394,0.0019338617,0.0015040436,0.0017247059,0.3319155124,0.3269705977,0.3191191891,0.3102061894,-0.01660293250658551,-0.009592399691439546,0.07686558029886426,0.02127277960564422
193007,21.21,0.9758,1.237,0.3901876149,0.0183,0.0452,0.0577,0.0327,0.1405508333,0.002,-0.0119047619,0.0034,0.0056,0.0049204458,,0.038713,0.036395,1930-07-01,0.75,30.900734367816145,3.0544727685765913,0.08092340986298048,0.036001008053110795,-3.0789704001769915,0.036001008053110795,3.0544727685765913,-3.0437895685077705,-3.224403528573771,-3.241930723020351,-3.2523454066516373,0.0144478616,0.0046934394,0.0019338617,0.0015040436,0.4033754529,0.3319155124,0.3269705977,0.3191191891,-0.17979311044059587,-0.01660293250658551,-0.009592399691439546,0.07686558029886426
193008,21.37,0.9767,1.183,0.3797521005,0.0153,0.0447,0.0573,0.0328,0.121494954,0.0009,-0.0060240964,0.0013,0.0136,0.0040499265,,0.011266,0.006691,1930-08-01,0.16000000000000014,33.130224827586254,3.0619880693310564,0.09132261366893869,0.0075153007544650485,-3.085563805859762,0.0075153007544650485,3.0619880693310564,-3.0789704001769915,-3.0437895685077705,-3.224403528573771,-3.241930723020351,0.0049204458,0.0144478616,0.0046934394,0.0019338617,0.3901876149,0.4033754529,0.3319155124,0.3269705977,0.036001008053110795,-0.17979311044059587,-0.01660293250658551,-0.009592399691439546
