ticker,date,avg_sentiment,total_sentiment,avg_relevance_score,total_relevance_score,avg_overall_sentiment,total_overall_sentiment
GOOG,2024-11-06,0.14707975,1.176638,0.19575525,1.566042,0.234037125,1.872297
AAPL,2024-11-06,0.0,0.0,0.094762,0.094762,0.310161,0.310161
AAPL,2024-11-07,0.17582850000000003,1.054971,0.17332783333333332,1.0399669999999999,0.25339866666666666,1.520392
AAPL,2024-11-08,0.09666475000000001,0.38665900000000003,0.089933,0.359732,0.23709175,0.948367
AAPL,2024-11-09,0.126462,0.126462,0.599092,0.599092,0.082913,0.082913
AAPL,2024-11-10,0.123267,0.123267,0.712808,0.712808,0.050468,0.050468
AAPL,2024-11-11,0.10706550000000001,0.42826200000000003,0.16799525,0.671981,0.25250525,1.010021
AAPL,2024-11-12,0.07965125,0.318605,0.087921,0.351684,0.19473875000000002,0.7789550000000001
AAPL,2024-11-13,-0.041801000000000005,-0.08360200000000001,0.26430349999999997,0.5286069999999999,0.177714,0.355428
AAPL,2024-11-14,0.0011407999999999974,0.005703999999999987,0.1125934,0.562967,0.1723034,0.861517
AAPL,2024-11-15,-0.06702266666666667,-0.20106800000000002,0.09844566666666667,0.295337,0.18837600000000002,0.5651280000000001
AAPL,2024-11-16,0.25454,0.25454,0.481177,0.481177,0.055017,0.055017
AAPL,2024-11-17,0.087208,0.087208,0.874457,0.874457,0.092643,0.092643
AAPL,2024-11-18,0.26229925,1.049197,0.28606775,1.144271,0.26509974999999997,1.0603989999999999
AAPL,2024-11-19,-0.007877999999999993,-0.03151199999999997,0.21755075,0.870203,0.2257525,0.90301
AAPL,2024-11-20,0.06430675000000001,0.25722700000000004,0.25619425,1.024777,0.20404275,0.816171
AAPL,2024-11-21,0.12508375,0.500335,0.12581399999999998,0.5032559999999999,0.18326125,0.733045
GOOG,2024-11-06,0.148099,0.148099,0.094762,0.094762,0.310161,0.310161
GOOG,2024-11-07,0.11649383333333334,0.698963,0.10996583333333333,0.659795,0.25339866666666666,1.520392
GOOG,2024-11-08,0.04455925,0.178237,0.05561325,0.222453,0.23709175,0.948367
GOOG,2024-11-09,-0.176082,-0.176082,0.281153,0.281153,0.082913,0.082913
GOOG,2024-11-10,-0.111543,-0.111543,0.158173,0.158173,0.050468,0.050468
GOOG,2024-11-11,0.14707825,0.588313,0.17858400000000002,0.7143360000000001,0.25250525,1.010021
GOOG,2024-11-12,0.061400500000000004,0.24560200000000001,0.04725975,0.189039,0.19473875000000002,0.7789550000000001
GOOG,2024-11-13,0.01388799999999999,0.02777599999999998,0.075388,0.150776,0.177714,0.355428
GOOG,2024-11-14,0.044085799999999994,0.22042899999999999,0.1027074,0.513537,0.1723034,0.861517
GOOG,2024-11-15,-0.0019630000000000016,-0.005889000000000005,0.08779533333333334,0.263386,0.18837600000000002,0.5651280000000001
GOOG,2024-11-16,0.132558,0.132558,0.15347,0.15347,0.055017,0.055017
GOOG,2024-11-17,0.12338,0.12338,0.298264,0.298264,0.092643,0.092643
GOOG,2024-11-18,0.30721975,1.228879,0.4420285,1.768114,0.26509974999999997,1.0603989999999999
GOOG,2024-11-19,0.04965975,0.198639,0.1208055,0.483222,0.2257525,0.90301
GOOG,2024-11-20,0.15918325,0.636733,0.32685,1.3074,0.20404275,0.816171
GOOG,2024-11-21,-0.075245,-0.30098,0.256405,1.02562,0.18326125,0.733045
